2,00:00.0,256
9,00:00.0,5657
10,00:00.0,5648
13,00:00.0,9149
16,00:00.0,7276
19,00:00.0,9488
23,00:00.0,4367
27,00:00.0,3241
30,00:00.0,10039
33,00:00.0,5793
40,00:00.0,12092
41,00:00.0,8136
43,00:00.0,7776
47,00:00.0,8487
52,00:00.0,5126
54,00:00.0,10628
58,00:00.0,9213
59,00:00.0,11644
60,00:00.0,8365
64,00:00.0,5579
70,00:00.0,11809
73,00:00.0,8504
74,00:00.0,662
75,00:00.0,2505
77,00:00.0,7915
79,00:00.0,7327
82,00:00.0,3566
86,00:00.0,6680
93,00:00.0,2256
99,00:00.0,11542
104,00:00.0,7790
109,00:00.0,9345
113,00:00.0,10216
119,00:00.0,8124
120,00:00.0,356
123,00:00.0,3695
125,00:00.0,4611
127,00:00.0,5261
128,00:00.0,2772
130,00:00.0,7509
134,00:00.0,12081
136,00:00.0,9126
140,00:00.0,4257
142,00:00.0,5760
147,00:00.0,275
155,00:00.0,9044
159,00:00.0,10974
161,00:00.0,4513
162,00:00.0,3304
165,00:00.0,1222
168,00:00.0,11794
176,00:00.0,2897
177,00:00.0,9151
185,00:00.0,10966
194,00:00.0,2550
198,00:00.0,7436
202,00:00.0,8524
203,00:00.0,11791
204,00:00.0,7604
226,00:00.0,9356
230,00:00.0,4921
232,00:00.0,1780
235,00:00.0,4285
237,00:00.0,11438
238,00:00.0,4939
244,00:00.0,6910
265,00:00.0,488
273,00:00.0,10665
275,00:00.0,10942
276,00:00.0,2221
281,00:00.0,827
282,00:00.0,3551
289,00:00.0,1195
292,00:00.0,11971
299,00:00.0,9202
303,00:00.0,1682
308,00:00.0,6829
314,00:00.0,10033
315,00:00.0,4375
318,00:00.0,8829
323,00:00.0,3020
326,00:00.0,1604
331,00:00.0,4797
333,00:00.0,2071
334,00:00.0,3752
340,00:00.0,7995
352,00:00.0,1977
359,00:00.0,6020
365,00:00.0,2400
366,00:00.0,4422
370,00:00.0,4791
371,00:00.0,4428
378,00:00.0,10071
379,00:00.0,8735
380,00:00.0,9505
383,00:00.0,10509
391,00:00.0,5816
394,00:00.0,76
402,00:00.0,9547
417,00:00.0,11491
419,00:00.0,8987
425,00:00.0,10481
430,00:00.0,10779
434,00:00.0,11390
441,00:00.0,5239
446,00:00.0,7620
454,00:00.0,5933
457,00:00.0,4036
460,00:00.0,2521
465,00:00.0,1255
467,00:00.0,1719
470,00:00.0,6410
474,00:00.0,8349
476,00:00.0,6020
484,00:00.0,2409
485,00:00.0,3976
488,00:00.0,10143
489,00:00.0,2030
492,00:00.0,2499
494,00:00.0,8121
498,00:00.0,6828
503,00:00.0,6377
507,00:00.0,4730
510,00:00.0,7533
514,00:00.0,10962
515,00:00.0,5921
531,00:00.0,1950
539,00:00.0,7673
544,00:00.0,281
550,00:00.0,9666
555,00:00.0,976
565,00:00.0,3850
578,00:00.0,2529
584,00:00.0,1263
585,00:00.0,8399
594,00:00.0,1946
596,00:00.0,8352
597,00:00.0,11558
598,00:00.0,11344
604,00:00.0,6930
610,00:00.0,1866
612,00:00.0,11854
618,00:00.0,12037
624,00:00.0,1821
627,00:00.0,7859
631,00:00.0,9381
636,00:00.0,10371
643,00:00.0,64
644,00:00.0,7295
648,00:00.0,4551
650,00:00.0,4170
652,00:00.0,8732
655,00:00.0,1206
657,00:00.0,1393
671,00:00.0,7926
672,00:00.0,1670
673,00:00.0,2157
676,00:00.0,5653
677,00:00.0,5182
681,00:00.0,7524
683,00:00.0,7183
687,00:00.0,11639
688,00:00.0,5097
690,00:00.0,7279
691,00:00.0,517
696,00:00.0,11166
699,00:00.0,7472
701,00:00.0,9742
703,00:00.0,1871
711,00:00.0,4688
725,00:00.0,3837
734,00:00.0,1995
743,00:00.0,2030
747,00:00.0,4788
749,00:00.0,9270
750,00:00.0,4293
757,00:00.0,1648
758,00:00.0,1244
769,00:00.0,11749
773,00:00.0,10414
775,00:00.0,3547
776,00:00.0,3180
779,00:00.0,2004
784,00:00.0,3321
790,00:00.0,103
799,00:00.0,4675
801,00:00.0,532
803,00:00.0,5569
805,00:00.0,8259
808,00:00.0,10509
811,00:00.0,10491
812,00:00.0,7073
813,00:00.0,2027
815,00:00.0,11713
816,00:00.0,794
824,00:00.0,277
827,00:00.0,11167
829,00:00.0,8977
833,00:00.0,4076
837,00:00.0,7715
841,00:00.0,8410
842,00:00.0,4038
844,00:00.0,6061
852,00:00.0,11564
853,00:00.0,5542
855,00:00.0,4535
869,00:00.0,8657
874,00:00.0,6230
876,00:00.0,7325
877,00:00.0,5012
888,00:00.0,6610
896,00:00.0,478
901,00:00.0,10184
912,00:00.0,3076
918,00:00.0,780
921,00:00.0,12
924,00:00.0,6615
930,00:00.0,954
935,00:00.0,10086
948,00:00.0,4289
950,00:00.0,4151
953,00:00.0,368
954,00:00.0,5066
956,00:00.0,4484
959,00:00.0,8993
961,00:00.0,5079
971,00:00.0,9478
975,00:00.0,638
976,00:00.0,1088
991,00:00.0,7317
998,00:00.0,1739
1007,00:00.0,1417
1015,00:00.0,1136
1016,00:00.0,5231
1019,00:00.0,4475
1020,00:00.0,4815
