3,00:00.0,12111
5,00:00.0,11318
6,00:00.0,7130
7,00:00.0,4530
15,00:00.0,2568
17,00:00.0,2667
22,00:00.0,333
26,00:00.0,7562
28,00:00.0,656
32,00:00.0,3960
35,00:00.0,4840
45,00:00.0,2636
56,00:00.0,10519
63,00:00.0,1148
65,00:00.0,5903
67,00:00.0,1406
71,00:00.0,8646
72,00:00.0,4349
76,00:00.0,6898
80,00:00.0,3007
83,00:00.0,1265
88,00:00.0,3809
91,00:00.0,8912
92,00:00.0,6932
95,00:00.0,9032
98,00:00.0,5243
102,00:00.0,8027
105,00:00.0,8220
107,00:00.0,1845
110,00:00.0,2746
114,00:00.0,2091
118,00:00.0,1737
124,00:00.0,2374
126,00:00.0,610
135,00:00.0,7738
137,00:00.0,4211
139,00:00.0,7933
141,00:00.0,12128
143,00:00.0,10495
146,00:00.0,8177
149,00:00.0,11431
152,00:00.0,3611
153,00:00.0,8876
160,00:00.0,6762
163,00:00.0,3348
171,00:00.0,1980
172,00:00.0,11382
174,00:00.0,3358
175,00:00.0,384
178,00:00.0,8503
179,00:00.0,6506
182,00:00.0,10984
183,00:00.0,12105
184,00:00.0,210
186,00:00.0,1104
207,00:00.0,11643
210,00:00.0,10102
214,00:00.0,3925
218,00:00.0,3935
220,00:00.0,1383
225,00:00.0,11275
231,00:00.0,3960
233,00:00.0,12316
236,00:00.0,9785
239,00:00.0,5058
247,00:00.0,173
248,00:00.0,11707
250,00:00.0,11668
252,00:00.0,9708
253,00:00.0,45
254,00:00.0,9395
255,00:00.0,10346
258,00:00.0,1137
259,00:00.0,3454
261,00:00.0,5128
263,00:00.0,8026
264,00:00.0,230
266,00:00.0,11085
270,00:00.0,5689
271,00:00.0,815
279,00:00.0,10372
283,00:00.0,11466
287,00:00.0,8122
288,00:00.0,8667
290,00:00.0,6446
296,00:00.0,6665
298,00:00.0,4967
301,00:00.0,11999
302,00:00.0,3577
304,00:00.0,1869
306,00:00.0,137
309,00:00.0,10396
310,00:00.0,1256
311,00:00.0,410
312,00:00.0,1122
317,00:00.0,1450
319,00:00.0,10445
322,00:00.0,2864
324,00:00.0,76
328,00:00.0,1149
330,00:00.0,5175
332,00:00.0,4171
337,00:00.0,6747
338,00:00.0,4666
343,00:00.0,10952
346,00:00.0,3646
347,00:00.0,11662
348,00:00.0,12120
349,00:00.0,9103
350,00:00.0,10672
351,00:00.0,12049
357,00:00.0,2685
360,00:00.0,8020
368,00:00.0,5783
369,00:00.0,189
372,00:00.0,776
385,00:00.0,10667
388,00:00.0,2790
389,00:00.0,4435
395,00:00.0,3934
403,00:00.0,4178
405,00:00.0,9498
406,00:00.0,9023
412,00:00.0,9397
416,00:00.0,1561
418,00:00.0,4269
420,00:00.0,4632
422,00:00.0,9664
426,00:00.0,10419
427,00:00.0,6681
428,00:00.0,3487
432,00:00.0,1197
437,00:00.0,5351
438,00:00.0,8256
439,00:00.0,9353
440,00:00.0,7290
442,00:00.0,8098
444,00:00.0,10004
448,00:00.0,7167
452,00:00.0,5128
458,00:00.0,5358
459,00:00.0,3687
463,00:00.0,8709
464,00:00.0,7114
468,00:00.0,7305
473,00:00.0,5359
478,00:00.0,7657
479,00:00.0,11138
490,00:00.0,9709
493,00:00.0,1180
495,00:00.0,7242
496,00:00.0,615
497,00:00.0,846
499,00:00.0,8920
502,00:00.0,7196
504,00:00.0,6288
508,00:00.0,6970
509,00:00.0,10739
512,00:00.0,12000
513,00:00.0,10479
516,00:00.0,9204
518,00:00.0,5257
519,00:00.0,4780
520,00:00.0,8074
521,00:00.0,6497
522,00:00.0,12300
523,00:00.0,4477
524,00:00.0,7622
526,00:00.0,7259
533,00:00.0,6770
534,00:00.0,6896
535,00:00.0,66
537,00:00.0,10437
540,00:00.0,121
541,00:00.0,4985
545,00:00.0,11642
547,00:00.0,7220
551,00:00.0,2867
553,00:00.0,7307
556,00:00.0,7838
557,00:00.0,4855
558,00:00.0,4562
573,00:00.0,5964
576,00:00.0,7191
588,00:00.0,6348
589,00:00.0,5609
591,00:00.0,6431
599,00:00.0,8005
600,00:00.0,3506
601,00:00.0,8977
602,00:00.0,6690
605,00:00.0,2879
606,00:00.0,1157
608,00:00.0,10388
611,00:00.0,8422
613,00:00.0,460
615,00:00.0,2827
620,00:00.0,11346
621,00:00.0,7916
629,00:00.0,6772
630,00:00.0,3449
633,00:00.0,12249
634,00:00.0,4588
639,00:00.0,1072
642,00:00.0,7499
645,00:00.0,2238
647,00:00.0,12319
654,00:00.0,286
659,00:00.0,6006
662,00:00.0,11165
664,00:00.0,4469
666,00:00.0,993
674,00:00.0,1295
675,00:00.0,3414
682,00:00.0,9271
697,00:00.0,3126
698,00:00.0,5283
700,00:00.0,2632
704,00:00.0,11708
714,00:00.0,4756
718,00:00.0,70
720,00:00.0,3142
726,00:00.0,5407
727,00:00.0,1049
728,00:00.0,5965
729,00:00.0,8467
730,00:00.0,3189
732,00:00.0,7633
735,00:00.0,9142
736,00:00.0,8536
739,00:00.0,5647
741,00:00.0,7481
742,00:00.0,9860
744,00:00.0,2960
746,00:00.0,9753
748,00:00.0,1198
754,00:00.0,6699
755,00:00.0,1478
756,00:00.0,8441
759,00:00.0,3328
761,00:00.0,9748
763,00:00.0,943
764,00:00.0,8625
766,00:00.0,12328
768,00:00.0,8123
770,00:00.0,12146
771,00:00.0,9026
774,00:00.0,11421
778,00:00.0,5759
780,00:00.0,2016
782,00:00.0,12213
785,00:00.0,8191
789,00:00.0,17
794,00:00.0,7683
795,00:00.0,7219
798,00:00.0,8709
800,00:00.0,9946
802,00:00.0,1670
806,00:00.0,11113
807,00:00.0,1231
814,00:00.0,11988
819,00:00.0,1714
821,00:00.0,8384
822,00:00.0,1492
826,00:00.0,3744
831,00:00.0,12064
832,00:00.0,132
835,00:00.0,10640
839,00:00.0,377
840,00:00.0,5123
848,00:00.0,6018
854,00:00.0,4186
858,00:00.0,9137
859,00:00.0,3432
860,00:00.0,9725
861,00:00.0,3164
862,00:00.0,1299
863,00:00.0,6081
864,00:00.0,12342
867,00:00.0,6669
871,00:00.0,6923
872,00:00.0,6440
878,00:00.0,207
879,00:00.0,3031
880,00:00.0,5400
881,00:00.0,3291
882,00:00.0,4102
883,00:00.0,4305
884,00:00.0,4909
885,00:00.0,7706
886,00:00.0,2124
889,00:00.0,3677
890,00:00.0,8908
891,00:00.0,5609
893,00:00.0,3106
907,00:00.0,10661
910,00:00.0,2762
911,00:00.0,3608
914,00:00.0,6484
917,00:00.0,9901
919,00:00.0,10890
920,00:00.0,12019
923,00:00.0,5511
925,00:00.0,937
927,00:00.0,2520
928,00:00.0,2487
931,00:00.0,10514
933,00:00.0,446
934,00:00.0,2931
936,00:00.0,7202
938,00:00.0,7802
941,00:00.0,842
942,00:00.0,9704
943,00:00.0,2346
945,00:00.0,9732
946,00:00.0,10961
952,00:00.0,2250
958,00:00.0,12050
960,00:00.0,1463
964,00:00.0,3397
966,00:00.0,11298
969,00:00.0,9247
977,00:00.0,7817
979,00:00.0,11323
981,00:00.0,5411
985,00:00.0,5389
987,00:00.0,7418
988,00:00.0,2491
990,00:00.0,7254
992,00:00.0,7107
995,00:00.0,10907
997,00:00.0,8786
1001,00:00.0,6650
1003,00:00.0,7438
1004,00:00.0,10701
1006,00:00.0,9028
1009,00:00.0,7886
1010,00:00.0,2512
1011,00:00.0,7214
1018,00:00.0,19
1021,00:00.0,10118
1024,00:00.0,3751
1026,00:00.0,800
1030,00:00.0,11178
1031,00:00.0,633
1032,00:00.0,7246
1034,00:00.0,4990
1035,00:00.0,9117
1038,00:00.0,5418
1039,00:00.0,1558
1040,00:00.0,5787
1051,00:00.0,6397
1055,00:00.0,8971
1056,00:00.0,11006
1075,00:00.0,2735
1076,00:00.0,7320
1077,00:00.0,8103
1081,00:00.0,2932
1091,00:00.0,7042
1096,00:00.0,458
1097,00:00.0,1030
1098,00:00.0,11983
1099,00:00.0,2653
1106,00:00.0,2106
1111,00:00.0,225
1112,00:00.0,7877
1119,00:00.0,2267
1125,00:00.0,7287
1126,00:00.0,6649
1128,00:00.0,1498
1132,00:00.0,8386
1134,00:00.0,4181
1135,00:00.0,5359
1138,00:00.0,10777
1143,00:00.0,9715
1146,00:00.0,4044
1148,00:00.0,6596
1149,00:00.0,8767
1154,00:00.0,3554
1162,00:00.0,5195
1163,00:00.0,965
1164,00:00.0,7009
1165,00:00.0,5885
1173,00:00.0,5645
1174,00:00.0,8290
1175,00:00.0,1330
1176,00:00.0,10952
1182,00:00.0,6438
1188,00:00.0,8957
1196,00:00.0,2737
1197,00:00.0,5003
1200,00:00.0,11994
1203,00:00.0,2447
1205,00:00.0,11907
1206,00:00.0,6083
1215,00:00.0,2660
1217,00:00.0,5328
1223,00:00.0,7981
1225,00:00.0,665
1226,00:00.0,9643
1230,00:00.0,11855
1238,00:00.0,2610
1240,00:00.0,749
1241,00:00.0,7430
1244,00:00.0,10480
1246,00:00.0,9098
