27745,00:00.0,4612,PENDING_PAYMENT
23783,00:00.0,8218,COMPLETE
52968,00:00.0,1213,PENDING_PAYMENT
68523,00:00.0,1432,PENDING_PAYMENT
40969,00:00.0,9586,PROCESSING
45908,00:00.0,4039,PENDING
64098,00:00.0,12293,COMPLETE
701,00:00.0,9742,PENDING_PAYMENT
9525,00:00.0,9894,SUSPECTED_FRAUD
35296,00:00.0,5732,PROCESSING
61700,00:00.0,10307,ON_HOLD
30663,00:00.0,537,ON_HOLD
28311,00:00.0,6362,SUSPECTED_FRAUD
49088,00:00.0,4210,PENDING_PAYMENT
60846,00:00.0,7013,COMPLETE
53696,00:00.0,7151,PENDING
27550,00:00.0,9559,COMPLETE
43143,00:00.0,11544,PENDING_PAYMENT
3800,00:00.0,4700,COMPLETE
13225,00:00.0,1491,COMPLETE
66725,00:00.0,10227,PROCESSING
26025,00:00.0,505,PENDING_PAYMENT
6326,00:00.0,6636,PENDING_PAYMENT
31571,00:00.0,5723,COMPLETE
28688,00:00.0,7985,PENDING_PAYMENT
7819,00:00.0,12254,CLOSED
27129,00:00.0,887,PENDING
29020,00:00.0,1331,COMPLETE
50150,00:00.0,2738,PENDING
45859,00:00.0,4641,PROCESSING
54867,00:00.0,5653,PROCESSING
56129,00:00.0,8620,CLOSED
24312,00:00.0,2160,PENDING_PAYMENT
29137,00:00.0,7827,COMPLETE
45068,00:00.0,6348,PROCESSING
37553,00:00.0,7840,COMPLETE
16718,00:00.0,2088,PENDING_PAYMENT
25533,00:00.0,7735,COMPLETE
67097,00:00.0,447,COMPLETE
25089,00:00.0,4536,PROCESSING
7919,00:00.0,609,PENDING_PAYMENT
11669,00:00.0,4590,PENDING_PAYMENT
53237,00:00.0,2243,PROCESSING
23580,00:00.0,3884,PROCESSING
22810,00:00.0,8613,PENDING_PAYMENT
2494,00:00.0,3356,CLOSED
17295,00:00.0,3092,COMPLETE
11031,00:00.0,1345,CLOSED
67187,00:00.0,11734,PENDING_PAYMENT
35522,00:00.0,3655,PROCESSING
19954,00:00.0,9264,COMPLETE
63024,00:00.0,8017,PENDING
27618,00:00.0,6968,SUSPECTED_FRAUD
46175,00:00.0,8342,PROCESSING
33961,00:00.0,12055,PENDING
63254,00:00.0,5015,PENDING_PAYMENT
2606,00:00.0,2183,PROCESSING
57709,00:00.0,5446,CLOSED
8797,00:00.0,1554,PENDING_PAYMENT
6805,00:00.0,8781,COMPLETE
37219,00:00.0,9926,COMPLETE
27285,00:00.0,2326,PENDING_PAYMENT
46136,00:00.0,8922,PENDING_PAYMENT
60684,00:00.0,8053,COMPLETE
6909,00:00.0,5527,PENDING
12028,00:00.0,4514,PENDING_PAYMENT
58568,00:00.0,10042,PENDING
53532,00:00.0,11989,PENDING
68467,00:00.0,5214,CANCELED
12381,00:00.0,173,COMPLETE
2276,00:00.0,3191,PENDING_PAYMENT
40320,00:00.0,7651,COMPLETE
20487,00:00.0,698,COMPLETE
7192,00:00.0,10766,PENDING_PAYMENT
49396,00:00.0,6938,PENDING_PAYMENT
61268,00:00.0,12364,CLOSED
36140,00:00.0,4221,PROCESSING
57720,00:00.0,7644,PENDING_PAYMENT
43652,00:00.0,3474,PENDING_PAYMENT
48146,00:00.0,7208,PENDING_PAYMENT
42366,00:00.0,6623,PENDING_PAYMENT
24848,00:00.0,3198,COMPLETE
3285,00:00.0,2544,COMPLETE
65937,00:00.0,3900,COMPLETE
19178,00:00.0,5749,PENDING
43686,00:00.0,288,COMPLETE
3941,00:00.0,6099,PROCESSING
61408,00:00.0,4165,PROCESSING
14905,00:00.0,113,PENDING_PAYMENT
55681,00:00.0,8746,ON_HOLD
21474,00:00.0,6287,COMPLETE
2181,00:00.0,6677,PENDING_PAYMENT
51177,00:00.0,9763,CANCELED
27063,00:00.0,8639,PENDING_PAYMENT
41917,00:00.0,12117,ON_HOLD
2799,00:00.0,9502,PENDING
43715,00:00.0,4188,SUSPECTED_FRAUD
53700,00:00.0,2721,COMPLETE
2921,00:00.0,2803,CANCELED
61185,00:00.0,11991,COMPLETE
28406,00:00.0,11585,PENDING_PAYMENT
67310,00:00.0,2692,COMPLETE
4975,00:00.0,1300,PROCESSING
41471,00:00.0,297,PROCESSING
13502,00:00.0,1900,CLOSED
57750,00:00.0,10587,PENDING
35689,00:00.0,787,COMPLETE
7162,00:00.0,9601,ON_HOLD
8916,00:00.0,1693,PENDING
59299,00:00.0,5539,PROCESSING
15855,00:00.0,6113,PENDING_PAYMENT
