55083,00:00.0,4225,PROCESSING
42797,00:00.0,752,COMPLETE
21941,00:00.0,2796,PROCESSING
38390,00:00.0,4153,ON_HOLD
11500,00:00.0,4588,CLOSED
44712,00:00.0,282,COMPLETE
8169,00:00.0,20,PENDING_PAYMENT
58873,00:00.0,11590,PENDING_PAYMENT
55324,00:00.0,7286,ON_HOLD
34945,00:00.0,9157,PENDING
67904,00:00.0,7225,COMPLETE
568,00:00.0,11790,PENDING
21087,00:00.0,9519,COMPLETE
19442,00:00.0,9989,PENDING
56629,00:00.0,5001,PROCESSING
40287,00:00.0,974,ON_HOLD
48041,00:00.0,3918,PENDING
56746,00:00.0,5179,COMPLETE
48618,00:00.0,11190,COMPLETE
15786,00:00.0,8066,PENDING_PAYMENT
22228,00:00.0,7810,CLOSED
52550,00:00.0,944,COMPLETE
49812,00:00.0,323,PENDING_PAYMENT
34069,00:00.0,4495,CLOSED
52830,00:00.0,9346,PROCESSING
56400,00:00.0,10261,ON_HOLD
49534,00:00.0,3838,COMPLETE
17923,00:00.0,3109,COMPLETE
53275,00:00.0,9830,PROCESSING
46818,00:00.0,3591,PENDING_PAYMENT
56162,00:00.0,8873,PENDING_PAYMENT
53148,00:00.0,7628,COMPLETE
58276,00:00.0,11761,COMPLETE
2354,00:00.0,3447,CLOSED
22095,00:00.0,1798,PENDING_PAYMENT
18052,00:00.0,6120,PENDING
7618,00:00.0,10459,PENDING_PAYMENT
55994,00:00.0,7161,CANCELED
21991,00:00.0,220,COMPLETE
23905,00:00.0,9628,PENDING
12338,00:00.0,7603,COMPLETE
43730,00:00.0,7742,COMPLETE
36135,00:00.0,8420,PENDING_PAYMENT
40228,00:00.0,4556,COMPLETE
12283,00:00.0,11582,PROCESSING
28194,00:00.0,6871,PROCESSING
67697,00:00.0,1022,COMPLETE
1547,00:00.0,9462,COMPLETE
46551,00:00.0,1544,PENDING_PAYMENT
54927,00:00.0,12047,PENDING
21132,00:00.0,11773,CLOSED
10555,00:00.0,713,PROCESSING
31457,00:00.0,6882,SUSPECTED_FRAUD
20272,00:00.0,4890,COMPLETE
62369,00:00.0,2185,COMPLETE
37099,00:00.0,9654,PENDING_PAYMENT
35710,00:00.0,7293,PENDING_PAYMENT
16346,00:00.0,1972,PENDING_PAYMENT
45588,00:00.0,11816,COMPLETE
22840,00:00.0,6223,SUSPECTED_FRAUD
53463,00:00.0,293,PENDING_PAYMENT
50132,00:00.0,1598,COMPLETE
52060,00:00.0,10977,PENDING_PAYMENT
