11648,00:00.0,10721,PROCESSING
53964,00:00.0,9731,CLOSED
37519,00:00.0,2002,COMPLETE
9753,00:00.0,8499,COMPLETE
4983,00:00.0,11171,CLOSED
6873,00:00.0,3765,PENDING_PAYMENT
62543,00:00.0,7409,COMPLETE
7933,00:00.0,6737,PROCESSING
54333,00:00.0,7744,CLOSED
83,00:00.0,1265,COMPLETE
37028,00:00.0,8612,COMPLETE
49538,00:00.0,8869,ON_HOLD
38347,00:00.0,3532,COMPLETE
40128,00:00.0,6022,PENDING_PAYMENT
28495,00:00.0,455,COMPLETE
64170,00:00.0,5881,PENDING
13763,00:00.0,1109,COMPLETE
60854,00:00.0,590,COMPLETE
56148,00:00.0,8627,COMPLETE
16320,00:00.0,8466,COMPLETE
48191,00:00.0,9286,PENDING_PAYMENT
23501,00:00.0,11356,PENDING
59576,00:00.0,4213,CANCELED
65420,00:00.0,12115,COMPLETE
34732,00:00.0,3391,PROCESSING
41438,00:00.0,10509,COMPLETE
19584,00:00.0,7844,PENDING
4966,00:00.0,4888,ON_HOLD
42593,00:00.0,7082,PENDING_PAYMENT
37881,00:00.0,3981,CLOSED
9558,00:00.0,3354,COMPLETE
44938,00:00.0,7764,PROCESSING
30144,00:00.0,3371,COMPLETE
64461,00:00.0,2752,PENDING_PAYMENT
19117,00:00.0,4453,COMPLETE
12461,00:00.0,986,COMPLETE
7068,00:00.0,6870,PENDING_PAYMENT
2498,00:00.0,1966,COMPLETE
27389,00:00.0,10011,COMPLETE
53705,00:00.0,9520,COMPLETE
52744,00:00.0,6585,COMPLETE
58495,00:00.0,698,CLOSED
23779,00:00.0,321,PENDING
39906,00:00.0,6789,CLOSED
57180,00:00.0,4915,SUSPECTED_FRAUD
17571,00:00.0,3964,PENDING_PAYMENT
24397,00:00.0,11315,PENDING_PAYMENT
49026,00:00.0,4496,COMPLETE
55860,00:00.0,11964,PROCESSING
9729,00:00.0,9933,ON_HOLD
11910,00:00.0,4887,PENDING_PAYMENT
63754,00:00.0,1095,PENDING_PAYMENT
67711,00:00.0,2149,COMPLETE
41640,00:00.0,9189,PENDING_PAYMENT
59261,00:00.0,10003,COMPLETE
6351,00:00.0,8198,CLOSED
30623,00:00.0,6296,ON_HOLD
12661,00:00.0,9670,PENDING
9811,00:00.0,7752,COMPLETE
62611,00:00.0,2733,PENDING_PAYMENT
10412,00:00.0,7179,PENDING_PAYMENT
51390,00:00.0,5686,PENDING_PAYMENT
64270,00:00.0,9218,PROCESSING
64201,00:00.0,4909,COMPLETE
32459,00:00.0,4072,COMPLETE
