8,00:00.0,2911
14,00:00.0,9842
20,00:00.0,9198
29,00:00.0,196
34,00:00.0,4189
38,00:00.0,11586
48,00:00.0,12186
53,00:00.0,4701
81,00:00.0,674
84,00:00.0,6789
94,00:00.0,11589
100,00:00.0,12131
103,00:00.0,12256
106,00:00.0,395
108,00:00.0,12149
111,00:00.0,4271
115,00:00.0,104
122,00:00.0,2071
131,00:00.0,10072
138,00:00.0,10904
144,00:00.0,2158
148,00:00.0,5383
150,00:00.0,236
164,00:00.0,2962
166,00:00.0,7834
192,00:00.0,5293
193,00:00.0,6174
195,00:00.0,12096
196,00:00.0,2765
197,00:00.0,6370
205,00:00.0,3109
208,00:00.0,7923
217,00:00.0,5420
219,00:00.0,10655
257,00:00.0,3273
269,00:00.0,11887
284,00:00.0,861
291,00:00.0,5506
293,00:00.0,4731
316,00:00.0,3870
345,00:00.0,11040
353,00:00.0,2234
354,00:00.0,5862
355,00:00.0,11682
361,00:00.0,8286
362,00:00.0,10167
364,00:00.0,6035
367,00:00.0,8730
374,00:00.0,5906
375,00:00.0,6561
377,00:00.0,514
382,00:00.0,8143
399,00:00.0,1473
401,00:00.0,9692
407,00:00.0,3333
409,00:00.0,11102
424,00:00.0,2457
433,00:00.0,792
436,00:00.0,7610
462,00:00.0,5454
480,00:00.0,2902
481,00:00.0,10633
483,00:00.0,12341
486,00:00.0,1865
487,00:00.0,5698
505,00:00.0,11952
511,00:00.0,486
517,00:00.0,1578
528,00:00.0,6147
530,00:00.0,6224
538,00:00.0,4871
546,00:00.0,7604
554,00:00.0,10980
574,00:00.0,7145
575,00:00.0,2873
579,00:00.0,4137
581,00:00.0,3222
586,00:00.0,10225
590,00:00.0,132
609,00:00.0,1241
616,00:00.0,11330
619,00:00.0,11473
628,00:00.0,9783
640,00:00.0,6199
653,00:00.0,10473
656,00:00.0,1646
668,00:00.0,8023
669,00:00.0,909
670,00:00.0,482
686,00:00.0,7835
694,00:00.0,5015
695,00:00.0,12224
702,00:00.0,1826
719,00:00.0,4768
731,00:00.0,5104
740,00:00.0,6271
745,00:00.0,7435
767,00:00.0,10174
772,00:00.0,2863
783,00:00.0,8321
791,00:00.0,9961
793,00:00.0,11007
797,00:00.0,6527
809,00:00.0,7725
834,00:00.0,481
836,00:00.0,2372
845,00:00.0,5715
849,00:00.0,8663
856,00:00.0,9876
868,00:00.0,2957
873,00:00.0,2117
875,00:00.0,8330
887,00:00.0,4254
894,00:00.0,2759
902,00:00.0,1641
906,00:00.0,7141
908,00:00.0,8964
922,00:00.0,3160
937,00:00.0,6899
978,00:00.0,4130
980,00:00.0,7473
986,00:00.0,7820
994,00:00.0,4979
999,00:00.0,9358
1005,00:00.0,7958
1014,00:00.0,12077
1017,00:00.0,3781
1025,00:00.0,9474
1027,00:00.0,11873
1042,00:00.0,6041
1049,00:00.0,10742
1052,00:00.0,464
1059,00:00.0,12148
1062,00:00.0,9488
1065,00:00.0,5774
1073,00:00.0,780
1085,00:00.0,6318
1086,00:00.0,7236
1090,00:00.0,9940
1092,00:00.0,1372
1102,00:00.0,1279
1103,00:00.0,10519
1105,00:00.0,9760
1107,00:00.0,3083
1108,00:00.0,7700
1131,00:00.0,5533
1133,00:00.0,5937
1137,00:00.0,9735
1183,00:00.0,11732
1192,00:00.0,1402
1221,00:00.0,12032
1231,00:00.0,987
1239,00:00.0,5397
1243,00:00.0,4434
1261,00:00.0,11960
1263,00:00.0,1174
1271,00:00.0,10095
1285,00:00.0,2543
1288,00:00.0,8482
1289,00:00.0,11414
1290,00:00.0,6742
1293,00:00.0,8351
1303,00:00.0,7018
1332,00:00.0,2715
1347,00:00.0,10007
1351,00:00.0,9452
1369,00:00.0,9729
1373,00:00.0,10611
1375,00:00.0,4914
1378,00:00.0,3410
1380,00:00.0,11195
1386,00:00.0,11310
1419,00:00.0,6779
1423,00:00.0,12116
1428,00:00.0,1932
1438,00:00.0,1523
1465,00:00.0,7634
1480,00:00.0,3159
1493,00:00.0,11956
1506,00:00.0,8566
1507,00:00.0,4062
1512,00:00.0,11560
1517,00:00.0,10515
1523,00:00.0,8256
1544,00:00.0,9220
1563,00:00.0,12425
