15192,00:00.0,2,PENDING_PAYMENT
33865,00:00.0,2,COMPLETE
57963,00:00.0,2,ON_HOLD
67863,00:00.0,2,COMPLETE
9023,00:00.0,4,COMPLETE
9704,00:00.0,4,COMPLETE
17253,00:00.0,4,PENDING_PAYMENT
37878,00:00.0,4,COMPLETE
49339,00:00.0,4,COMPLETE
51157,00:00.0,4,CLOSED
13705,00:00.0,5,COMPLETE
36472,00:00.0,5,PROCESSING
41333,00:00.0,5,COMPLETE
45832,00:00.0,5,PENDING_PAYMENT
45239,00:00.0,10,COMPLETE
56133,00:00.0,10,COMPLETE
1995,00:00.0,22,CLOSED
5683,00:00.0,22,PROCESSING
10479,00:00.0,22,COMPLETE
23721,00:00.0,22,PENDING
47800,00:00.0,22,COMPLETE
50663,00:00.0,22,PENDING_PAYMENT
30298,00:00.0,28,PENDING_PAYMENT
30686,00:00.0,28,CLOSED
41673,00:00.0,28,COMPLETE
56885,00:00.0,28,PENDING_PAYMENT
6517,00:00.0,31,PENDING_PAYMENT
19966,00:00.0,31,CLOSED
24039,00:00.0,31,PROCESSING
28265,00:00.0,31,SUSPECTED_FRAUD
31933,00:00.0,31,PENDING_PAYMENT
41081,00:00.0,31,PENDING_PAYMENT
240,00:00.0,32,PENDING
243,00:00.0,32,ON_HOLD
36168,00:00.0,32,PROCESSING
38038,00:00.0,32,CLOSED
54837,00:00.0,32,PENDING
4423,00:00.0,36,PROCESSING
28812,00:00.0,36,PROCESSING
65732,00:00.0,36,CLOSED
253,00:00.0,45,COMPLETE
12558,00:00.0,45,PENDING
23444,00:00.0,45,CLOSED
41071,00:00.0,45,COMPLETE
58714,00:00.0,45,PENDING
62313,00:00.0,45,PENDING_PAYMENT
15810,00:00.0,49,SUSPECTED_FRAUD
23388,00:00.0,49,CLOSED
34143,00:00.0,49,PAYMENT_REVIEW
41824,00:00.0,49,PENDING_PAYMENT
28216,00:00.0,55,CLOSED
30923,00:00.0,55,PENDING_PAYMENT
38848,00:00.0,55,CLOSED
43008,00:00.0,55,PENDING_PAYMENT
65778,00:00.0,55,PENDING_PAYMENT
68348,00:00.0,55,CLOSED
19977,00:00.0,57,ON_HOLD
