7485,00:00.0,6,PROCESSING
7787,00:00.0,6,PENDING
22457,00:00.0,6,PENDING_PAYMENT
32895,00:00.0,6,PENDING_PAYMENT
12828,00:00.0,9,COMPLETE
18918,00:00.0,9,PENDING_PAYMENT
50086,00:00.0,9,COMPLETE
54350,00:00.0,9,CLOSED
64753,00:00.0,9,PENDING_PAYMENT
67610,00:00.0,9,PENDING_PAYMENT
1559,00:00.0,15,COMPLETE
8252,00:00.0,15,PENDING_PAYMENT
27092,00:00.0,15,COMPLETE
48376,00:00.0,15,COMPLETE
191,00:00.0,16,CLOSED
19211,00:00.0,16,PENDING_PAYMENT
22858,00:00.0,16,COMPLETE
34997,00:00.0,16,COMPLETE
41831,00:00.0,16,SUSPECTED_FRAUD
43399,00:00.0,16,COMPLETE
68759,00:00.0,16,COMPLETE
789,00:00.0,17,COMPLETE
17053,00:00.0,17,ON_HOLD
30338,00:00.0,17,CLOSED
52604,00:00.0,17,COMPLETE
57733,00:00.0,17,CLOSED
1018,00:00.0,19,COMPLETE
6122,00:00.0,19,CLOSED
12181,00:00.0,19,COMPLETE
16447,00:00.0,19,CLOSED
21640,00:00.0,19,COMPLETE
32079,00:00.0,19,PENDING
37228,00:00.0,19,CLOSED
45390,00:00.0,19,PENDING_PAYMENT
54623,00:00.0,19,PROCESSING
5101,00:00.0,20,COMPLETE
8169,00:00.0,20,PENDING_PAYMENT
15199,00:00.0,20,COMPLETE
21533,00:00.0,20,PENDING_PAYMENT
24792,00:00.0,20,COMPLETE
34268,00:00.0,20,CLOSED
57269,00:00.0,20,PROCESSING
6521,00:00.0,23,SUSPECTED_FRAUD
7050,00:00.0,23,CLOSED
11317,00:00.0,23,PENDING_PAYMENT
22434,00:00.0,23,CLOSED
23432,00:00.0,23,PROCESSING
32638,00:00.0,23,PENDING_PAYMENT
33441,00:00.0,23,PENDING_PAYMENT
42824,00:00.0,23,PROCESSING
34075,00:00.0,29,PENDING_PAYMENT
52951,00:00.0,29,PENDING_PAYMENT
58072,00:00.0,29,CLOSED
21848,00:00.0,30,PENDING_PAYMENT
37436,00:00.0,30,COMPLETE
18311,00:00.0,39,PROCESSING
25140,00:00.0,39,PROCESSING
28847,00:00.0,39,PROCESSING
44059,00:00.0,39,PENDING_PAYMENT
61149,00:00.0,39,PROCESSING
22061,00:00.0,40,CLOSED
29089,00:00.0,40,ON_HOLD
35837,00:00.0,40,PENDING
49341,00:00.0,40,PENDING_PAYMENT
58440,00:00.0,40,PENDING_PAYMENT
